event_time,user_id,category,amount
2025-09-24 19:14:52,user_036,fashion,316.32
2025-09-24 02:28:06,user_021,fashion,3.26
2025-09-24 05:52:07,user_034,sports,160.14
2025-09-24 17:54:56,user_015,fashion,180.74
2025-09-24 20:29:25,user_043,grocery,332.26
2025-09-24 04:29:11,user_037,electronics,447.36
2025-09-24 04:19:03,user_039,sports,347.26
2025-09-24 13:28:29,user_042,grocery,53.38
2025-09-24 06:53:34,user_020,fashion,488.14
2025-09-24 09:36:05,user_040,fashion,1.67
2025-09-24 07:48:15,user_019,sports,84.67
2025-09-24 23:09:39,user_022,electronics,230.37
2025-09-24 19:43:17,user_050,sports,457.02
2025-09-24 20:40:13,user_030,books,54.26
2025-09-24 11:23:30,user_028,sports,267.2
2025-09-24 01:13:14,user_007,electronics,469.21
2025-09-24 21:58:10,user_043,electronics,460.9
2025-09-24 03:01:20,user_034,fashion,178.75
2025-09-24 05:26:29,user_027,fashion,272.58
2025-09-24 05:30:32,user_019,grocery,403.45
2025-09-24 17:20:44,user_018,electronics,444.71
2025-09-24 03:54:57,user_010,sports,94.24
2025-09-24 18:31:33,user_048,books,375.56
2025-09-24 22:54:26,user_044,fashion,381.25
2025-09-24 20:00:11,user_031,electronics,358.64
2025-09-24 07:55:17,user_001,sports,40.44
2025-09-24 07:31:15,user_019,fashion,499.21
2025-09-24 01:29:16,user_031,books,274.05
2025-09-24 15:04:15,user_003,electronics,3.31
2025-09-24 22:01:09,user_047,books,382.01
2025-09-24 02:09:49,user_048,books,234.7
2025-09-24 21:10:29,user_043,electronics,91.06
2025-09-24 03:21:11,user_050,sports,352.43
2025-09-24 01:49:28,user_035,electronics,379.8
2025-09-24 02:03:56,user_015,electronics,349.6
2025-09-24 08:54:54,user_046,grocery,16.45
2025-09-24 22:08:41,user_043,fashion,126.85
2025-09-24 22:34:49,user_048,fashion,199.13
2025-09-24 05:09:51,user_022,fashion,201.93
2025-09-24 14:43:36,user_047,fashion,400.49
2025-09-24 17:52:12,user_045,grocery,416.12
2025-09-24 02:03:52,user_014,fashion,182.16
2025-09-24 05:17:14,user_033,books,68.04
2025-09-24 03:22:51,user_027,books,263.58
2025-09-24 14:56:53,user_033,grocery,342.11
2025-09-24 06:30:19,user_017,electronics,411.69
2025-09-24 11:54:47,user_018,books,411.17
2025-09-24 06:49:43,user_018,grocery,230.54
2025-09-24 20:25:45,user_035,fashion,489.91
2025-09-24 20:37:53,user_011,sports,171.42
2025-09-24 01:03:27,user_001,electronics,415.56
2025-09-24 20:43:04,user_027,fashion,106.79
2025-09-24 02:17:00,user_013,sports,285.56
2025-09-24 02:18:36,user_023,fashion,399.53
2025-09-24 17:27:56,user_016,fashion,128.5
2025-09-24 02:36:42,user_002,books,424.52
2025-09-24 14:34:48,user_004,sports,214.91
2025-09-24 19:54:06,user_043,electronics,24.37
2025-09-24 00:34:34,user_020,books,166.71
2025-09-24 11:46:51,user_044,electronics,139.96
2025-09-24 07:37:37,user_028,books,396.47
2025-09-24 00:44:41,user_014,fashion,365.6
2025-09-24 13:39:29,user_027,sports,9.5
2025-09-24 11:10:02,user_012,books,389.99
2025-09-24 21:49:51,user_032,books,250.55
2025-09-24 16:29:11,user_006,electronics,302.89
2025-09-24 04:21:21,user_014,grocery,226.99
2025-09-24 15:12:56,user_029,books,411.87
2025-09-24 17:51:42,user_012,electronics,455.88
2025-09-24 09:52:59,user_020,electronics,475.43
2025-09-24 11:34:09,user_024,grocery,328.8
2025-09-24 17:02:35,user_029,fashion,319.08
2025-09-24 18:16:45,user_006,books,189.28
2025-09-24 20:42:59,user_030,fashion,126.35
2025-09-24 18:10:18,user_003,books,394.81
2025-09-24 19:42:35,user_012,books,127.89
2025-09-24 17:33:53,user_005,sports,48.78
2025-09-24 18:43:29,user_012,grocery,285.65
2025-09-24 04:26:56,user_037,sports,35.62
2025-09-24 20:59:30,user_018,fashion,425.26
2025-09-24 04:14:01,user_024,books,243.78
2025-09-24 01:01:39,user_005,grocery,42.54
2025-09-24 08:30:28,user_027,electronics,388.97
2025-09-24 13:45:51,user_049,sports,327.22
2025-09-24 20:18:32,user_043,electronics,326.59
2025-09-24 07:22:05,user_021,books,490.35
2025-09-24 14:14:20,user_035,electronics,230.63
2025-09-24 09:24:28,user_007,fashion,290.93
2025-09-24 06:31:16,user_018,fashion,287.7
2025-09-24 01:13:22,user_038,books,332.38
2025-09-24 11:00:18,user_020,sports,230.55
2025-09-24 15:56:54,user_008,books,412.48
2025-09-24 12:51:02,user_043,grocery,39.93
2025-09-24 02:10:46,user_050,electronics,183.65
2025-09-24 18:17:03,user_013,grocery,167.62
2025-09-24 02:03:23,user_022,sports,219.66
2025-09-24 02:14:04,user_029,fashion,171.78
2025-09-24 12:22:29,user_010,books,369.03
2025-09-24 05:04:40,user_018,fashion,158.16
2025-09-24 15:24:10,user_049,sports,63.69
2025-09-24 09:08:39,user_026,sports,387.48
2025-09-24 20:18:11,user_019,grocery,386.39
2025-09-24 02:45:59,user_006,electronics,90.26
